,open,high,low,close,adj close,volume,prev_diff,close_50_sma,10_day_volatility,sm_open,sm_high,sm_low,sm_close,sm_adj_close,sm_volume,sm_prev_diff,sm_close_50_sma,sm_10_day_volatility
2010-03-10,31.975714,32.21143,31.885714,32.119999,28.79344,149054500.0,0.259998,29.03791407,0.828334735139,1140.219971,1148.26001,1140.089966,1145.609985,1145.609985,5469120000.0,5.160034,1099.37779413,10.6691366597
2010-03-11,31.987143,32.214287,31.902857,32.214287,28.877962,101425100.0,0.094288,29.07725695,0.83802045509,1143.959961,1150.23999,1138.98999,1150.23999,1150.23999,4669060000.0,4.630005,1099.62179315,10.5469039929
2010-03-12,32.48143,32.532856,32.25,32.371429,29.018833,104080900.0,0.157142,29.13019983,0.793914486904,1151.709961,1153.410034,1146.969971,1149.98999,1149.98999,4928160000.0,-0.25,1100.29199335,9.76359384847
2010-03-13,32.386668,32.4266663333,31.988095,32.24,28.9010153333,110512500.0,-0.131429,29.20999983,0.659950547626,1150.64998367,1152.600016,1145.12996433,1150.16333,1150.16333,4673476666.67,0.17334,1101.46005975,7.86385065525
2010-03-14,32.291906,32.3204766667,31.72619,32.108571,28.7831976667,116944100.0,-0.131429,29.2821045833,0.440670160849,1149.59000633,1151.789998,1143.28995767,1150.33667,1150.33667,4418793333.33,0.17334,1102.59812616,5.33548574575
2010-03-15,32.197144,32.214287,31.464285,31.977142,28.66538,123375700.0,-0.131429,29.34651409,0.405390271912,1148.530029,1150.97998,1141.449951,1150.51001,1150.51001,4164110000.0,0.17334,1103.70619257,5.31230344308
2010-03-16,32.025715,32.139999,31.787144,32.064285,28.743502,111727000.0,0.087143,29.40759979,0.356071331649,1150.829956,1160.280029,1150.349976,1159.459961,1159.459961,4369770000.0,8.949951,1104.95979121,6.2840339632
2010-03-17,32.128571,32.349998,31.895714,32.017143,28.701235,112739200.0,-0.047142,29.45954265,0.279093876044,1159.939941,1169.839966,1159.939941,1166.209961,1166.209961,4963200000.0,6.75,1106.44058955,7.71505767321
2010-03-18,32.014286,32.142857,31.801428,32.092857,28.76911,85527400.0,0.075714,29.50745691,0.136843810149,1166.130005,1167.77002,1161.160034,1165.829956,1165.829956,4234510000.0,-0.380005,1107.80718867,7.94249224263
2010-03-19,32.112858,32.177143,31.604286,31.75,28.46176,139861400.0,-0.342857,29.57305693,0.158870533109,1166.680054,1169.199951,1155.329956,1159.900024,1159.900024,5212410000.0,-5.929932,1109.31458857,6.9841010698
2010-03-20,31.9071433333,32.213333,31.5528576667,31.8690476667,28.5684796667,131275900.0,0.119048,29.6616950233,0.172283791943,1163.53670267,1168.73994933,1154.51330567,1161.87003567,1161.87003567,4895500000.0,1.970012,1111.07458938,6.52728258049
2010-03-21,31.7014286667,32.249523,31.5014293333,31.9880953333,28.6751993333,122690400.0,0.119048,29.7501712167,0.166675081693,1160.39335133,1168.27994767,1153.69665533,1163.84004733,1163.84004733,4578590000.0,1.970012,1112.77185746,6.50829927808
2010-03-22,31.495714,32.285713,31.450001,32.107143,28.781919,114104900.0,0.119048,29.83848551,0.130244811876,1157.25,1167.819946,1152.880005,1165.810059,1165.810059,4261680000.0,1.970012,1114.40639279,6.3353684308
2010-03-23,32.234287,32.682858,32.014286,32.622856,29.244217,150607800.0,0.515713,29.93457121,0.216545803988,1166.469971,1174.719971,1163.829956,1174.170044,1174.170044,4411640000.0,8.359985,1116.10599485,6.90587186116
2010-03-24,32.52,32.885715,32.501427,32.767143,29.37356,149445100.0,0.144287,30.03031407,0.30391083033,1172.699951,1173.040039,1166.01001,1167.719971,1167.719971,4705750000.0,-6.450073,1117.39399535,5.92073225532
2010-03-25,32.988571,32.995716,32.32143,32.378571,29.025232,135571100.0,-0.388572,30.10865693,0.308136507916,1170.030029,1180.689941,1165.089966,1165.72998,1165.72998,5668900000.0,-1.989991,1118.76299437,4.03292249116
2010-03-26,32.707142,33.135715,32.650002,32.985714,29.5695,160218800.0,0.607143,30.21965691,0.390728794508,1167.579956,1173.930054,1161.47998,1166.589966,1166.589966,4708420000.0,0.859986,1120.83259399,3.58645792771
2010-03-27,32.899999,33.2271433333,32.7961913333,33.056666,29.6331016667,151874566.667,0.070952,30.32233309,0.447077363608,1167.623291,1174.23669467,1163.55664033,1168.79996767,1168.79996767,4597473333.33,2.210002,1122.88479452,3.7007924401
2010-03-28,33.092856,33.3185716667,32.9423806667,33.127618,29.6967033333,143530333.333,0.070952,30.4277045033,0.490493250016,1167.666626,1174.54333533,1165.63330067,1171.00996933,1171.00996933,4486526666.67,2.210002,1125.04419476,3.98844402754
2010-03-29,33.285713,33.41,33.08857,33.19857,29.760305,135186100.0,0.070952,30.53577115,0.471388786435,1167.709961,1174.849976,1167.709961,1173.219971,1173.219971,4375580000.0,2.210002,1127.31079471,3.76511301303
2010-03-30,33.799999,33.925713,33.464287,33.692856,30.203411,131827500.0,0.494286,30.65499971,0.501247796199,1173.75,1177.829956,1168.920044,1173.27002,1173.27002,4085000000.0,0.050049,1129.64139531,3.48982255761
2010-03-31,33.64143,33.80143,33.494286,33.57143,30.094551,107664900.0,-0.121426,30.76588545,0.471316260078,1171.75,1174.560059,1165.77002,1169.430054,1169.430054,4484340000.0,-3.839966,1131.61959599,3.03388789027
2010-04-01,33.915714,34.104286,33.25,33.709999,30.218773,150786300.0,0.138569,30.88259969,0.427658702536,1171.22998,1181.430054,1170.689941,1178.099976,1178.099976,4006870000.0,8.669922,1133.81899541,3.68023071929
2010-04-02,33.82892875,34.09642875,33.3221425,33.79999925,30.2994525,155871450.0,0.09,30.990971115,0.438913820954,1173.09997525,1183.0050355,1172.694946,1180.43496725,1180.43496725,3975557500.0,2.334991,1135.85829534,4.61455777503
2010-04-03,33.7421435,34.0885715,33.394285,33.8899995,30.380132,160956600.0,0.09,31.096256845,0.449922568886,1174.9699705,1184.580017,1174.699951,1182.7699585,1182.7699585,3944245000.0,2.334991,1138.00349431,5.52364907155
2010-04-04,33.65535825,34.08071425,33.4664275,33.97999975,30.4608115,166041750.0,0.09,31.201185435,0.35347435405,1176.83996575,1186.1549985,1176.704956,1185.10494975,1185.10494975,3912932500.0,2.334991,1140.09859317,6.03112505127
2010-04-05,33.568573,34.072857,33.53857,34.07,30.541491,171126900.0,0.09,31.305756885,0.344890786573,1178.709961,1187.72998,1178.709961,1187.439941,1187.439941,3881620000.0,2.334991,1142.14359195,6.39994326558
2010-04-06,34.028572,34.32,33.857143,34.220001,30.675951,111754300.0,0.150001,31.41117121,0.334776108487,1186.01001,1191.800049,1182.77002,1189.439941,1189.439941,4086180000.0,2.0,1144.13179079,6.75454053615
2010-04-07,34.221428,34.560001,34.094284,34.371429,30.811699,157125500.0,0.151428,31.51745695,0.32006934932,1188.22998,1189.599976,1177.25,1182.449951,1182.449951,5101430000.0,-6.98999,1145.88338991,6.25067716414
2010-04-08,34.348572,34.505714,34.005714,34.278572,30.728455,143247300.0,-0.092857,31.62431409,0.258106785713,1181.75,1188.550049,1175.119995,1186.439941,1186.439941,4726970000.0,3.98999,1147.62198853,6.03612973209
2010-04-09,34.490002,34.555714,34.351429,34.541428,30.96409,83545700.0,0.262856,31.73534265,0.293861066455,1187.469971,1194.660034,1187.150024,1194.369995,1194.369995,4511570000.0,7.930054,1149.37438843,6.46714461671
2010-04-10,34.5266673333,34.6119043333,34.4157143333,34.565238,30.9854366667,83449333.3333,0.02381,31.85044743,0.285405699342,1189.959961,1196.17333967,1189.670003,1195.07332333,1195.07332333,4543410000.0,0.703328,1151.09245402,5.32386973776
2010-04-11,34.5633326667,34.6680946667,34.4799996667,34.589048,31.0067833333,83352966.6667,0.02381,31.9672188833,0.273741960212,1192.449951,1197.68664533,1192.189982,1195.77665167,1195.77665167,4575250000.0,0.703328,1152.83231973,5.28795132203
2010-04-12,34.599998,34.724285,34.544285,34.612858,31.02813,83256600.0,0.02381,32.08565701,0.253776133622,1194.939941,1199.199951,1194.709961,1196.47998,1196.47998,4607090000.0,0.703328,1154.59398557,5.20392074813
2010-04-13,34.55143,34.685715,34.444286,34.632858,31.046051,76552700.0,0.02,32.20568561,0.226697329869,1195.939941,1199.040039,1188.819946,1197.300049,1197.300049,5403580000.0,0.820069,1156.37978635,5.14044119497
